App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Acorns - Invest Spare Change,FI0.0CE,4.3,45962,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,Varies with device
Webull - Stock Quotes & Free Stock Trading,FI0.0CE,4.3,34861,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,Varies with device,Varies with device
"Trading 212 - Forex, Stocks, CFDs",FI0.0CE,4.3,37580,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,01-Aug-18,4.5.2.1,4.4 and up
"Moneycontrol – Stocks, Sensex, Mutual Funds, IPO",FI0.0CE,4.4,281485,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,11-May-18,Varies with device,Varies with device
Current debit card and app made for teens,FI0.0CE,4.3,685,21M,"50,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,3.0.22,4.4 and up
"Money Lover: Expense Tracker, Budget Planner",FI0.0CE,4.4,126447,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,01-Aug-18,Varies with device,Varies with device
"Mint: Budget, Bills, Fi0.0ce",FI0.0CE,4.3,129304,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,Varies with device,Varies with device
Betterment,FI0.0CE,4.4,3780,11M,"100,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,6.0.6,5.0 and up
Citizens Bank Mobile Banking,FI0.0CE,4.1,15192,38M,"1,000,000+",0,0,Everyone,Fi0.0ce,23-May-18,4.2.1,4.1 and up
GoBank,FI0.0CE,4.4,5950,12M,"500,000+",0,0,Everyone,Fi0.0ce,01-Jun-18,2.131,4.1 and up
NetSpend Prepaid,FI0.0CE,4.2,15993,45M,"1,000,000+",0,0,Everyone,Fi0.0ce,09-May-18,4.10.0,4.4 and up
BBVA Compass Banking,FI0.0CE,4.3,5905,50M,"500,000+",0,0,Everyone,Fi0.0ce,27-Jul-18,6.0.2,4.4 and up
Simple - Better Banking,FI0.0CE,4.4,7731,24M,"100,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,2.53.2,5.0 and up
PayPal,FI0.0CE,4.3,659760,47M,"50,000,000+",0,0,Everyone,Fi0.0ce,18-Jul-18,6.28.0,4.4 and up
BankMobile Vibe App,FI0.0CE,4.3,14627,23M,"1,000,000+",0,0,Everyone,Fi0.0ce,09-Jul-18,5.1,4.1 and up
Netspend Skylight ONE,FI0.0CE,3.9,1098,46M,"100,000+",0,0,Everyone,Fi0.0ce,09-May-18,4.10.0,4.4 and up
ACE Elite,FI0.0CE,4.1,2898,45M,"100,000+",0,0,Everyone,Fi0.0ce,09-May-18,4.10.0,4.4 and up
U.S. Bank,FI0.0CE,4.1,70782,50M,"1,000,000+",0,0,Everyone,Fi0.0ce,25-Jul-18,2.34.29,4.0.3 and up
Huntington Mobile,FI0.0CE,4.2,11264,24M,"1,000,000+",0,0,Everyone,Fi0.0ce,26-Jun-18,5.2.203,4.2 and up
USAA Mobile,FI0.0CE,4.5,100997,33M,"5,000,000+",0,0,Everyone,Fi0.0ce,27-Jul-18,8.44.2,5.0 and up
Google Pay,FI0.0CE,4.2,347874,Varies with device,"100,000,000+",0,0,Everyone,Fi0.0ce,26-Jul-18,2.70.206190089,Varies with device
Associated Credit Union Mobile,FI0.0CE,4.7,3290,12M,"50,000+",0,0,Everyone,Fi0.0ce,30-May-18,5.9.1.0,5.0 and up
Bank of America Mobile Banking,FI0.0CE,4.4,341090,53M,"10,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,7.8.8,4.4 and up
USE Credit Union Mobile,FI0.0CE,4.6,964,14M,"10,000+",0,0,Everyone,Fi0.0ce,12-Jun-18,5.9.1.0,5.0 and up
Discover Mobile,FI0.0CE,4.6,87951,68M,"5,000,000+",0,0,Everyone,Fi0.0ce,23-Jul-18,9.7.0,4.1 and up
Wells Fargo Mobile,FI0.0CE,4.4,250719,37M,"10,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,6.8.0.109,5.0 and up
Capital One® Mobile,FI0.0CE,4.6,510401,79M,"10,000,000+",0,0,Everyone,Fi0.0ce,01-Aug-18,5.38.1,5.0 and up
Amex Mobile,FI0.0CE,4.3,24729,32M,"1,000,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,6.7.0,5.0 and up
Citi Mobile®,FI0.0CE,4,78306,46M,"5,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,9.9.0,4.4 and up
Navy Federal Credit Union,FI0.0CE,4.4,43313,40M,"1,000,000+",0,0,Everyone,Fi0.0ce,09-Jul-18,5.16.2,4.1 and up
Chase Mobile,FI0.0CE,4.6,1374549,32M,"10,000,000+",0,0,Everyone,Fi0.0ce,23-Jul-18,3.52,5.0 and up
HDFC Bank MobileBanking,FI0.0CE,4.2,208463,Varies with device,"10,000,000+",0,0,Everyone,Fi0.0ce,26-Jul-18,Varies with device,Varies with device
Barclays US for Android,FI0.0CE,4.1,6998,24M,"1,000,000+",0,0,Everyone,Fi0.0ce,01-Aug-18,6.29.37589,5.0 and up
McDonald's,FOODS,3.6,145323,42M,"10,000,000+",0,0,Everyone,Food & Drink,31-Jul-18,5.15.0,4.4 and up
Easy and Fast Recipes,FOODS,0,95,12M,"50,000+",0,0,Everyone,Food & Drink,06-Jan-18,3.0.1,2.3 and up
Cookpad - FREE recipe search makes fun cooking · musical making!,FOODS,4.1,64784,13M,"10,000,000+",0,0,Everyone,Food & Drink,02-Aug-18,18.6.0.10,5.0 and up
DELISH KITCHEN - FREE recipe movies make food fun and easy!,FOODS,4.6,32997,13M,"1,000,000+",0,0,Everyone,Food & Drink,04-Aug-18,2.2.7,4.1 and up
Sumine side dish - dish recipe side dish,FOODS,0,82,4.9M,"10,000+",0,0,Everyone,Food & Drink,23-Jun-18,1.1,4.1 and up
Easy Recipes,FOODS,4.7,2707,8.9M,"100,000+",0,0,Everyone,Food & Drink,15-May-18,2.12,4.0.3 and up
Delicious Recipes,FOODS,4.7,129737,Varies with device,"1,000,000+",0,0,Teen,Food & Drink,03-Aug-18,Varies with device,Varies with device
Tastely,FOODS,4.7,611136,19M,"10,000,000+",0,0,Everyone,Food & Drink,13-Jul-18,3.2.0d,4.0.3 and up
Pastry & Cooking (Without Net),FOODS,4.7,6118,Varies with device,"1,000,000+",0,0,Everyone,Food & Drink,07-Jul-18,Varies with device,Varies with device
Frigo Magic: Easy recipe idea and anti-waste,FOODS,4.1,2473,14M,"500,000+",0,0,Everyone,Food & Drink,28-Jul-18,3.1.5,4.4 and up
McDonald's - McDonald's Japan,FOODS,3.4,109784,64M,"10,000,000+",0,0,Everyone,Food & Drink,03-Aug-18,4.0.30,4.0.3 and up
Debonairs Pizza,FOODS,3.8,3320,8.4M,"500,000+",0,0,Everyone,Food & Drink,04-Aug-18,1.9.117,4.0.3 and up
Popeyes® App,FOODS,3.7,61,11M,"50,000+",0,0,Everyone,Food & Drink,23-Jul-18,1.0.2,4.1 and up
Dunkin' Donuts,FOODS,4.2,68103,66M,"1,000,000+",0,0,Everyone,Food & Drink,20-Jun-18,5.0.0,4.4 and up
Pyaterochka,FOODS,3.1,8412,Varies with device,"1,000,000+",0,0,Everyone,Food & Drink,19-Jul-18,Varies with device,4.4 and up
Refreshing app Free application that can use deal coupons,FOODS,3.5,10741,41M,"1,000,000+",0,0,Everyone,Food & Drink,23-Jul-18,5.2.2,4.2 and up
Simple Recipes,FOODS,4.7,3803,15M,"500,000+",0,0,Everyone,Food & Drink,22-Feb-18,1.6,4.0 and up
Grubhub: Food Delivery,FOODS,4.5,155944,35M,"5,000,000+",0,0,Everyone,Food & Drink,02-Aug-18,7.12,5.0 and up
Panera Bread,FOODS,4.2,10159,36M,"1,000,000+",0,0,Everyone,Food & Drink,17-Jul-18,4.3.3,5.0 and up
Chick-fil-A,FOODS,4.3,28008,17M,"5,000,000+",0,0,Everyone,Food & Drink,03-Aug-18,6.0.1,5.0 and up
hellofood - Food Delivery,FOODS,4,43614,25M,"1,000,000+",0,0,Everyone,Food & Drink,12-Oct-16,2.14.36,4.0.3 and up
Starbucks,FOODS,4.5,455377,35M,"10,000,000+",0,0,Everyone,Food & Drink,01-Aug-18,4.11.1,4.4 and up
Easy and quick desserts,FOODS,4.6,1398,10M,"100,000+",0,0,Everyone 10+,Food & Drink,14-Jun-18,1,4.0.3 and up
Domino's Pizza USA,FOODS,4.7,1032935,Varies with device,"10,000,000+",0,0,Everyone,Food & Drink,20-Jul-18,Varies with device,Varies with device
Chef - Recipes & Cooking,FOODS,4.1,32405,12M,"5,000,000+",0,0,Everyone,Food & Drink,03-Jul-18,3.3.21,4.1 and up
"Delivery Club-food delivery: pizza, sushi, burger, salad",FOODS,4.3,151080,Varies with device,"5,000,000+",0,0,Everyone,Food & Drink,27-Jul-18,Varies with device,Varies with device
HungerStation,FOODS,3.8,22513,11M,"1,000,000+",0,0,Everyone,Food & Drink,21-May-18,5.3.8,4.0.3 and up
Delivery yogi.,FOODS,4.4,90042,Varies with device,"10,000,000+",0,0,Everyone,Food & Drink,18-Jul-18,Varies with device,Varies with device
Delivery trough - delivery trough delivery trough,FOODS,4.3,58316,Varies with device,"5,000,000+",0,0,Everyone,Food & Drink,25-Jul-18,Varies with device,Varies with device
Dr. Oetker recipe ideas,FOODS,4.2,8509,17M,"1,000,000+",0,0,Everyone,Food & Drink,12-Jul-18,3.5.5,4.0.3 and up
SONIC Drive-In,FOODS,4.3,19314,43M,"1,000,000+",0,0,Everyone,Food & Drink,31-Jul-18,3.3.6,4.4 and up
SUBWAY®,FOODS,3.8,21314,41M,"1,000,000+",0,0,Everyone,Food & Drink,24-Jul-18,7.9.0.0,4.4 and up
GialloZafferano: Recipes,FOODS,4.3,30224,Varies with device,"1,000,000+",0,0,Everyone,Food & Drink,28-May-18,Varies with device,Varies with device
Dairy Queen,FOODS,3.7,731,43M,"100,000+",0,0,Everyone,Food & Drink,25-Jul-18,2.1.0,4.1 and up
9th stage,FOODS,4.5,454,16M,"100,000+",0,0,Everyone,Food & Drink,28-Mar-18,2.0.0,4.0.3 and up
OpenRice,FOODS,3.6,14952,39M,"1,000,000+",0,0,Everyone,Food & Drink,08-Jun-18,5.8.5,4.1 and up
SarashpazPapion (Cooking with Chef Bowls),FOODS,4.8,1250,13M,"50,000+",0,0,Everyone,Food & Drink,28-Jul-18,3.2.7,4.1 and up
Little Caesars,FOODS,3.3,1726,30M,"500,000+",0,0,Everyone,Food & Drink,19-Jul-18,4.26,4.4 and up
Recipes Pastries and homemade pies More than 500 recipes for pastries,FOODS,4.7,14065,7.1M,"500,000+",0,0,Everyone,Food & Drink,12-Jun-18,1.2.2,4.1 and up
Om Waleed Sweets,FOODS,4.6,556,23M,"100,000+",0,0,Teen,Food & Drink,25-Jan-18,2,4.0 and up
"Eat Fast Prepare ""Without Internet""",FOODS,4.6,4925,17M,"1,000,000+",0,0,Everyone,Food & Drink,10-Jun-18,3.6.6,4.0.3 and up
Wendy’s – Food and Offers,FOODS,3.4,6507,18M,"1,000,000+",0,0,Everyone,Food & Drink,12-Apr-18,5.7.0,4.4 and up
My Recipes Cookbook : RecetteTek,FOODS,4.6,11707,Varies with device,"100,000+",0,0,Everyone,Food & Drink,24-Jun-18,Varies with device,Varies with device
Healthy Recipes Free,FOODS,4,1077,17M,"100,000+",0,0,Everyone,Food & Drink,18-Oct-17,3.2.0,4.0.3 and up
Cookbook Recipes,FOODS,4.1,46539,Varies with device,"5,000,000+",0,0,Teen,Food & Drink,23-Jul-18,Varies with device,Varies with device
ChefTap Recipes & Grocery List,FOODS,4.5,9066,15M,"500,000+",0,0,Everyone,Food & Drink,25-Apr-18,4.0.0.427,5.1 and up
Recipe Keeper,FOODS,4.4,1962,22M,"100,000+",0,0,Everyone,Food & Drink,27-Jun-18,3.17.1.0,4.1 and up
My CookBook (Recipe Manager),FOODS,4.5,22071,Varies with device,"1,000,000+",0,0,Everyone,Food & Drink,29-Jun-18,Varies with device,Varies with device
50 Healthy Slow Cooker Recipes,FOODS,4,196,9.0M,"10,000+",0,0,Everyone 10+,Food & Drink,17-Feb-17,1.2,2.3.3 and up
Easy Healthy Recipes,FOODS,4.1,278,7.2M,"50,000+",0,0,Everyone,Food & Drink,20-Jul-18,24.5.0,4.0 and up
Allrecipes Dinner Spinner,FOODS,4.5,61881,Varies with device,"5,000,000+",0,0,Everyone,Food & Drink,10-Apr-18,Varies with device,Varies with device
